case,arcface_identity,lpips_non_nose,lpips_nose,nose_area_ratio,nose_area_target_ratio,lm_l1_to_target_px,lm_l1_orig_to_target_px
nsr_4_enlarge,0.9435374140739441,0.04120468348264694,0.003433084115386009,1.0868751170192847,1.2306684141546527,2.1553921699523926,3.2108967304229736
nsr_4_reduce,0.8848749995231628,0.041466567665338516,0.005176621023565531,0.8515259314735069,0.7498595768582662,2.1345317363739014,4.466379642486572
