case,arcface_identity,lpips_non_nose,lpips_nose,nose_area_ratio,nose_area_target_ratio,lm_l1_to_target_px,lm_l1_orig_to_target_px
nsr_4_enlarge,0.936789333820343,0.04062904417514801,0.003058989532291889,1.0984834300692754,1.2306684141546527,2.056647539138794,3.211090087890625
nsr_4_reduce,0.8896980881690979,0.041322801262140274,0.003101913258433342,0.855457779442052,0.7498595768582662,2.097620725631714,4.466379642486572
