case,arcface_identity,lpips_non_nose,lpips_nose,nose_area_ratio,nose_area_target_ratio,lm_l1_to_target_px,lm_l1_orig_to_target_px
nsr_4_enlarge,0.7477996945381165,0.27614152431488037,0.004414854571223259,1.0799475753604193,1.2306684141546527,1.8829718828201294,3.2108967304229736
nsr_4_reduce,0.7071958184242249,0.27896222472190857,0.005157843232154846,0.8425388504025464,0.7498595768582662,2.015735149383545,4.466379642486572
