case,arcface_identity,lpips_non_nose,lpips_nose,nose_area_ratio,nose_area_target_ratio,lm_l1_to_target_px,lm_l1_orig_to_target_px
nsr_4_enlarge,0.9234414100646973,0.039343833923339844,0.0037843668833374977,1.1011046620483056,1.2306684141546527,3.6482019424438477,3.2108967304229736
nsr_4_reduce,0.895486056804657,0.03924057260155678,0.004923082888126373,0.891031642014604,0.7498595768582662,5.419116497039795,4.466379642486572
